Año,Region Geografica,Sector,Sector Economico,Sub sector,Tamaño de Empresa,Proporcion de las empresas que usan computador/laptop,Proporcion de las empresas que usan tablets o telefonos inteligentes,Proporcion de las empresa que usan internet,Proporcion de las empresas que se conectan a internet a traves de red contratada,Proporcion de las empresas con intranet,Proporcion de las empresas con LAN,Proporcion de las empresas con extranet, Infraestructura ,Porcentaje de los empleados q usan internet para sus labores,Porcentaje de las empresas que usan internet para email,Porcentaje de las empresas que usan internet para Voip,Porcentaje de las empresas que usan internet para mensaje,Porcentaje de las empresas que usan internet para capacitacion, Procesamiento ,Porcentaje de los negocios que usan internet para obtener informacion sobre bienes y servicios,Porcentaje de los negocios que usan internet para obtener informacion sobre el gobierno,"Porcentaje de los negocios que usan internet para interactuar (tramites, PQR) con el gobierno",Porcentaje de los negocios que usan internet para acceso a bancos,Porcentaje de los negocios que usan internet para compras,Porcentaje de las compras realizadas a traves de comercio electronico,Porcentaje de las empresas q realizan los pagos a proveedores o colaboradores a traves de internet,Porcentaje de las empresas que usan internet para contratar empleados,Facilidad para acceder a presonas capacitadas (4 o 5), Insumos ,Porcentaje de los negocios que usan internet para atencion a los clientes,Porcentaje de los negocios que usan internet para ventas,Porcentaje de las VENTAS realizadas a traves de comercio electronico sobre valor de ventas,Porcentaje de los negocios que reciben ordenes por internet,Porcentaje de los negocios que distribuyen productos en linea,Porcentaje de distribucion fisico vs digital,Porcentaje de empresas con medios de pago electronico para los clientes,Porcentaje de las empresas que tiene pagina WEB,Porcentaje de las empresas que tiene presencia en redes sociales,Porcentaje delas empresas que tienen aplicaciones moviles, Distribucion , Calculo del Indice 
2017,Eje Cafetero,Sector Primario,Agricultura y ganadería,Total,Pymes,100%,50%,100%,100%,10%,40%,0%,65,47%,100%,40%,63%,40%,56.4,90%,80%,60%,90%,50%,19%,50%,40%,40%,61,40%,30%,6%,70%,30%,9%,50%,20%,10%,4%,32,54
2017,Eje Cafetero,Sector Primario,Agricultura y ganadería,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Primario,Minas y canteras,Total,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Primario,Minas y canteras,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Primario,Minas y canteras,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Primario,Minas y canteras,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Total,Total,Total,100%,28%,92%,89%,44%,51%,8%,63.1,58%,83%,60%,52%,46%,60.4,66%,54%,37%,64%,47%,12%,47%,33%,46%,48,73%,42%,10%,34%,29%,4%,37%,54%,54%,11%,37,52
2017,Eje Cafetero,Sector Secundario,Total,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Total,Total,Pymes,100%,32%,92%,88%,46%,48%,8%,63.8,56%,88%,68%,55%,41%,61.8,73%,56%,36%,70%,46%,8%,46%,32%,41%,49,74%,36%,4%,34%,28%,2%,36%,52%,52%,11%,34,52
2017,Eje Cafetero,Sector Secundario,Total,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Total,Total,100%,17%,87%,83%,35%,52%,4%,58.3,50%,74%,52%,46%,52%,55.3,48%,44%,30%,52%,39%,13%,39%,26%,52%,40,65%,39%,11%,35%,22%,4%,30%,44%,44%,9%,33,46
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Total,Pymes,100%,21%,86%,79%,36%,50%,0%,57.9,41%,79%,64%,49%,50%,55.6,50%,43%,29%,57%,36%,9%,36%,21%,50%,39,64%,29%,3%,36%,14%,0%,29%,36%,36%,7%,27,45
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Total,100%,8%,85%,77%,8%,62%,0%,53.1,26%,62%,39%,39%,31%,37.8,31%,23%,15%,39%,15%,5%,15%,8%,31%,21,54%,15%,1%,15%,15%,0%,31%,23%,31%,5%,19,33
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Madera y muebles,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Madera y muebles,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Madera y muebles,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Madera y muebles,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Papel e impresión,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Papel e impresión,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Papel e impresión,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Papel e impresión,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Otros manufactura,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Otros manufactura,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Otros manufactura,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Otros manufactura,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Servicios Publicos,Total,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Servicios Publicos,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Servicios Publicos,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Servicios Publicos,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Construccion,Total,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Construccion,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Construccion,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Construccion,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Total,Total,Total,98%,52%,90%,88%,35%,41%,1%,64.5,74%,86%,26%,54%,40%,57.7,71%,46%,19%,47%,35%,15%,35%,25%,40%,39,82%,44%,13%,42%,29%,3%,39%,45%,53%,9%,38,50
2017,Eje Cafetero,Sector Terciario,Total,Total,Micros,95%,78%,81%,76%,7%,49%,0%,63.8,77%,76%,16%,48%,6%,47.4,63%,22%,7%,52%,18%,6%,18%,7%,6%,26,66%,22%,0%,31%,17%,4%,36%,24%,56%,5%,26,41
2017,Eje Cafetero,Sector Terciario,Total,Total,Pymes,100%,35%,96%,96%,55%,37%,1%,65,70%,92%,31%,57%,64%,64.1,75%,62%,27%,43%,45%,20%,45%,37%,64%,46,92%,57%,21%,49%,37%,2%,41%,55%,47%,11%,45,55
2017,Eje Cafetero,Sector Terciario,Total,Total,Grandes,100%,38%,100%,100%,39%,26%,13%,65.3,87%,100%,51%,63%,51%,72.7,100%,75%,39%,52%,74%,45%,74%,39%,51%,64,100%,87%,29%,51%,39%,9%,51%,100%,87%,20%,62,66
2017,Eje Cafetero,Sector Terciario,Comercio,Total,Total,96%,50%,96%,92%,39%,35%,0%,65,79%,89%,15%,55%,39%,57.7,77%,46%,8%,46%,39%,20%,39%,27%,39%,40,89%,50%,18%,50%,35%,4%,42%,39%,50%,8%,42,51
2017,Eje Cafetero,Sector Terciario,Comercio,Total,Micros,92%,85%,92%,85%,8%,46%,0%,67.7,86%,85%,15%,53%,0%,51.1,77%,23%,8%,62%,23%,8%,23%,8%,0%,32,77%,23%,0%,31%,15%,5%,46%,23%,62%,5%,29,45
2017,Eje Cafetero,Sector Terciario,Comercio,Total,Pymes,100%,15%,100%,100%,69%,23%,0%,62.3,72%,92%,15%,58%,77%,64.3,77%,69%,8%,31%,54%,32%,54%,46%,77%,48,100%,77%,35%,69%,54%,2%,39%,54%,39%,11%,55,57
2017,Eje Cafetero,Sector Terciario,Comercio,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Total,Total,100%,56%,82%,82%,29%,50%,3%,63.9,67%,82%,39%,51%,43%,57.7,64%,47%,35%,48%,31%,9%,31%,23%,43%,37,73%,37%,7%,31%,21%,3%,35%,53%,56%,11%,34,48
2017,Eje Cafetero,Sector Terciario,Servicios,Total,Micros,100%,61%,55%,55%,5%,54%,0%,54.5,55%,55%,17%,34%,22%,38.5,31%,20%,5%,30%,5%,1%,5%,7%,22%,14,39%,20%,1%,33%,20%,2%,11%,26%,43%,5%,21,32
2017,Eje Cafetero,Sector Terciario,Servicios,Total,Pymes,100%,56%,91%,91%,39%,51%,3%,67.9,69%,91%,47%,57%,51%,63.8,73%,54%,47%,56%,36%,7%,36%,27%,51%,43,83%,36%,6%,26%,18%,3%,43%,57%,56%,11%,35,52
2017,Eje Cafetero,Sector Terciario,Servicios,Total,Grandes,100%,38%,100%,100%,39%,26%,13%,65.3,87%,100%,51%,63%,51%,72.7,100%,75%,39%,52%,74%,45%,74%,39%,51%,64,100%,87%,29%,51%,39%,9%,51%,100%,87%,20%,62,66
2017,Eje Cafetero,Sector Terciario,Servicios,Transporte y almacenamiento,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Transporte y almacenamiento,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Transporte y almacenamiento,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Transporte y almacenamiento,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Alojamiento y servicios de comida,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Alojamiento y servicios de comida,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Alojamiento y servicios de comida,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Alojamiento y servicios de comida,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Información y comunicaciones,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Información y comunicaciones,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Información y comunicaciones,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Información y comunicaciones,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades financieras y de seguros,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades financieras y de seguros,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades financieras y de seguros,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades financieras y de seguros,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Total,100%,71%,100%,100%,43%,50%,7%,74.3,65%,100%,57%,63%,71%,71.5,93%,64%,50%,64%,21%,6%,21%,57%,71%,45,93%,29%,7%,36%,29%,3%,50%,79%,57%,16%,40,58
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Pymes,100%,73%,100%,100%,36%,55%,0%,73.6,63%,100%,55%,63%,73%,70.5,100%,64%,46%,64%,9%,1%,9%,46%,73%,40,91%,18%,1%,27%,18%,0%,46%,73%,55%,15%,34,54
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Total,100%,42%,100%,100%,50%,33%,0%,66.7,88%,100%,42%,63%,33%,67.8,67%,58%,50%,75%,58%,11%,58%,17%,33%,54,83%,42%,8%,50%,50%,7%,42%,42%,58%,8%,41,57
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Pymes,100%,40%,100%,100%,60%,30%,0%,67,86%,100%,50%,63%,40%,70.1,60%,60%,50%,70%,60%,10%,60%,20%,40%,53,90%,40%,7%,50%,50%,8%,40%,50%,50%,10%,42,58
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Administración pública y defensa,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Administración pública y defensa,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Administración pública y defensa,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Administración pública y defensa,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Educación,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Educación,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Educación,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Educación,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,100%,50%,100%,100%,60%,40%,0%,70,55%,90%,50%,56%,50%,60.2,60%,70%,0%,10%,20%,4%,20%,20%,50%,24,50%,30%,6%,20%,0%,1%,40%,60%,60%,12%,28,46
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,100%,50%,100%,100%,60%,40%,0%,70,55%,90%,50%,56%,50%,60.2,60%,70%,0%,10%,20%,4%,20%,20%,50%,24,50%,30%,6%,20%,0%,1%,40%,60%,60%,12%,28,46
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Otros servicios,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Otros servicios,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Otros servicios,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Otros servicios,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Total,Total,Total,Total,100%,46%,98%,98%,1%,57%,0%,64.3,52%,98%,31%,61%,14%,50,83%,94%,54%,63%,12%,1%,12%,14%,14%,38,51%,11%,3%,16%,11%,4%,27%,61%,35%,12%,22,44
2017,Region de la Orinoquia y Amazonia,Total,Total,Total,Micros,100%,44%,100%,100%,3%,63%,0%,65.4,65%,100%,29%,63%,28%,57.2,97%,93%,42%,39%,29%,3%,29%,29%,28%,41,47%,26%,8%,41%,25%,10%,56%,33%,62%,7%,32,49
2017,Region de la Orinoquia y Amazonia,Total,Total,Total,Pymes,100%,45%,97%,97%,0%,52%,0%,63.2,43%,97%,30%,61%,2%,44.5,74%,94%,60%,78%,1%,0%,1%,2%,2%,35,51%,1%,0%,0%,2%,0%,9%,77%,15%,16%,16,40
2017,Region de la Orinoquia y Amazonia,Total,Total,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Total,Total,Total,100%,43%,86%,86%,9%,50%,0%,60.2,42%,86%,32%,54%,34%,48.1,64%,66%,42%,75%,18%,2%,18%,25%,34%,39,54%,9%,4%,18%,23%,3%,16%,41%,34%,8%,20,42
2017,Region de la Orinoquia y Amazonia,Sector Primario,Total,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Total,Total,Pymes,100%,40%,79%,79%,0%,37%,0%,55.5,33%,79%,24%,49%,13%,38.1,60%,60%,49%,76%,3%,1%,3%,13%,13%,32,43%,3%,0%,0%,11%,0%,13%,37%,13%,8%,12,34
2017,Region de la Orinoquia y Amazonia,Sector Primario,Total,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Agricultura y ganadería,Total,Total,100%,45%,83%,83%,11%,55%,0%,60.5,45%,83%,36%,52%,38%,50.1,64%,66%,36%,72%,19%,1%,19%,28%,38%,39,55%,9%,5%,22%,28%,3%,17%,45%,38%,9%,22,43
2017,Region de la Orinoquia y Amazonia,Sector Primario,Agricultura y ganadería,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Agricultura y ganadería,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Agricultura y ganadería,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Minas y canteras,Total,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Minas y canteras,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Minas y canteras,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Minas y canteras,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Total,Total,Total,100%,46%,100%,100%,0%,53%,0%,64.5,50%,100%,34%,63%,6%,49.1,85%,98%,57%,57%,12%,1%,12%,14%,6%,37,50%,12%,3%,12%,4%,5%,27%,65%,39%,13%,22,43
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Total,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Total,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Total,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Total,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
